Invoice_ID,Customer_ID,Customer_Name,Customer_Segment,Region,Sales_Channel,Service,Quantity,Unit_Price,Discount_Percentage,Discount_Amount,Tax_Amount,Invoice_Amount,Invoice_Status,Payment_Method,Paid_Amount,Refund_Amount,Net_Collected,Outstanding_Amount,Potential_Leakage,Collection_Rate_%,Leakage_%,Leakage_Risk
INV50031,CUST1029,Customer_30,Enterprise,East,Online,Cloud Service,3.0,23641.93,10,7092.58,11489.98,75323.19,Paid,Upi,75323.19,0.0,75323.19,0.0,0.0,100.0,0.0,Low Risk
INV50032,CUST1230,Customer_231,Mid-Market,South,Partner,Cloud Service,1.0,15204.13,20,3040.83,2189.39,14352.69,Paid,Debit Card,14352.69,0.0,14352.69,0.0,0.0,100.0,0.0,Low Risk
INV50033,CUST1080,Customer_81,Mid-Market,East,Partner,Software Subscription,12.0,43108.76,10,51730.51,83803.43,549378.04,Paid,Upi,549378.04,0.0,549378.04,0.0,0.0,100.0,0.0,Low Risk
INV50034,CUST1170,Customer_171,Enterprise,East,Partner,Consulting,10.0,116391.36,10,116391.36,188554.0,1236076.24,Paid,Credit Card,1236076.24,0.0,1236076.24,0.0,0.0,100.0,0.0,Low Risk
INV50035,CUST1113,Customer_114,Smb,South,Online,Consulting,9.0,99881.72,25,224733.87,121356.29,795557.9,Unpaid,Bank Transfer,0.0,0.0,0.0,795557.9,795557.9,0.0,100.0,Critical Risk
INV50036,CUST1209,Customer_210,Enterprise,North,Direct,Consulting,11.0,46984.45,10,51682.89,83726.29,548872.35,Paid,Credit Card,548872.35,0.0,548872.35,0.0,0.0,100.0,0.0,Low Risk
INV50037,CUST1106,Customer_107,Enterprise,North,Direct,Data Service,4.0,12176.62,20,9741.3,7013.73,45978.91,Paid,Debit Card,45978.91,0.0,45978.91,0.0,0.0,100.0,0.0,Low Risk
INV50038,CUST1118,Customer_119,Smb,East,Partner,Consulting,2.0,86844.47,25,43422.24,23448.01,153714.71,Paid,Cheque,153714.71,0.0,153714.71,0.0,0.0,100.0,0.0,Low Risk
INV50039,CUST1190,Customer_191,Enterprise,West,Online,Support Plan,5.0,18204.57,10,9102.28,14745.7,96666.27,Unpaid,Credit Card,0.0,0.0,0.0,96666.27,96666.27,0.0,100.0,Critical Risk
INV50040,CUST1182,Customer_183,Smb,South,Direct,Cloud Service,6.0,19763.06,15,17786.75,18142.49,118934.1,Overdue,Debit Card,0.0,0.0,0.0,118934.1,118934.1,0.0,100.0,Critical Risk
INV50041,CUST1106,Customer_107,Smb,West,Online,Data Service,8.0,33244.38,20,53191.01,38297.53,251061.56,Paid,Bank Transfer,251061.56,0.0,251061.56,0.0,0.0,100.0,0.0,Low Risk
INV50042,CUST1241,Customer_242,Smb,West,Direct,Support Plan,7.0,6031.66,10,4222.16,6839.9,44839.36,Paid,Debit Card,44839.36,0.0,44839.36,0.0,0.0,100.0,0.0,Low Risk
INV50043,CUST1215,Customer_216,Mid-Market,North,Direct,Consulting,10.0,110478.64,0,0.0,198861.55,1303647.95,Overdue,Debit Card,0.0,0.0,0.0,1303647.95,1303647.95,0.0,100.0,Critical Risk
INV50044,CUST1012,Customer_13,Smb,West,Partner,Cloud Service,4.0,30702.4,25,30702.4,16579.3,108686.5,Paid,Debit Card,108686.5,0.0,108686.5,0.0,0.0,100.0,0.0,Low Risk
INV50045,CUST1004,Customer_5,Mid-Market,North,Direct,Software Subscription,6.0,32513.32,10,19507.99,31602.95,207174.88,Partially Paid,Credit Card,138546.09,0.0,138546.09,68628.79,68628.79000000001,66.87,33.13,High Risk
INV50046,CUST1032,Customer_33,Mid-Market,East,Direct,Software Subscription,10.0,19533.31,10,19533.31,31643.96,207443.75,Paid,Cheque,207443.75,0.0,207443.75,0.0,0.0,100.0,0.0,Low Risk
INV50047,CUST1027,Customer_28,Mid-Market,North,Online,Cloud Service,10.0,51605.44,20,103210.88,74311.83,487155.35,Paid,Credit Card,487155.35,0.0,487155.35,0.0,0.0,100.0,0.0,Low Risk
INV50048,CUST1153,Customer_154,Enterprise,North,Online,Data Service,1.0,35975.64,15,5396.35,5504.27,36083.56,Paid,Upi,36083.56,0.0,36083.56,0.0,0.0,100.0,0.0,Low Risk
INV50049,CUST1027,Customer_28,Smb,East,Online,Cloud Service,11.0,24788.36,25,68167.99,36810.71,241314.68,Unpaid,Cheque,0.0,0.0,0.0,241314.68,241314.68,0.0,100.0,Critical Risk
INV50050,CUST1211,Customer_212,Mid-Market,West,Direct,Cloud Service,6.0,87566.77,10,52540.06,85114.9,557975.46,Unpaid,Debit Card,0.0,0.0,0.0,557975.46,557975.46,0.0,100.0,Critical Risk
INV50051,CUST1126,Customer_127,Enterprise,East,Online,Consulting,8.0,96388.95,10,77111.16,124920.08,818920.52,Paid,Upi,818920.52,0.0,818920.52,0.0,0.0,100.0,0.0,Low Risk
INV50052,CUST1061,Customer_62,Mid-Market,North,Direct,Support Plan,9.0,33184.97,10,29866.47,48383.69,317181.95,Partially Paid,Upi,186357.63,0.0,186357.63,130824.32,130824.32,58.75,41.25,High Risk
INV50053,CUST1078,Customer_79,Mid-Market,East,Partner,Cloud Service,8.0,81586.19,15,97903.43,99861.5,654647.59,Paid,Debit Card,654647.59,0.0,654647.59,0.0,0.0,100.0,0.0,Low Risk
INV50054,CUST1059,Customer_60,Smb,South,Direct,Consulting,6.0,77779.5,0,0.0,84001.86,550678.86,Unpaid,Credit Card,0.0,0.0,0.0,550678.86,550678.86,0.0,100.0,Critical Risk
INV50055,CUST1194,Customer_195,Mid-Market,East,Direct,Cloud Service,2.0,83749.94,10,16749.99,27134.98,177884.87,Paid,Cheque,177884.87,0.0,177884.87,0.0,0.0,100.0,0.0,Low Risk
INV50056,CUST1249,Customer_250,Smb,North,Online,Cloud Service,12.0,17079.4,5,10247.64,35046.93,229752.09,Partially Paid,Upi,149723.76,0.0,149723.76,80028.33,80028.32999999999,65.17,34.83,High Risk
INV50057,CUST1087,Customer_88,Smb,West,Direct,Software Subscription,5.0,15251.37,25,19064.21,10294.68,67487.32,Paid,Cheque,67487.32,0.0,67487.32,0.0,0.0,100.0,0.0,Low Risk
INV50058,CUST1207,Customer_208,Mid-Market,South,Online,Cloud Service,2.0,13618.18,10,2723.64,4412.29,28925.01,Paid,Debit Card,28925.01,0.0,28925.01,0.0,0.0,100.0,0.0,Low Risk
INV50059,CUST1220,Customer_221,Mid-Market,South,Online,Support Plan,5.0,14759.91,0,0.0,13283.92,87083.47,Partially Paid,Credit Card,56086.42,0.0,56086.42,30997.05,30997.050000000003,64.41,35.59,High Risk
INV50060,CUST1061,Customer_62,Smb,West,Partner,Software Subscription,3.0,22381.06,0,0.0,12085.77,79228.95,Paid,Bank Transfer,79228.95,0.0,79228.95,0.0,0.0,100.0,0.0,Low Risk
INV50061,CUST1179,Customer_180,Enterprise,South,Partner,Software Subscription,11.0,18039.91,10,19843.9,32147.12,210742.23,Overdue,Bank Transfer,0.0,0.0,0.0,210742.23,210742.23,0.0,100.0,Critical Risk
INV50062,CUST1211,Customer_212,Smb,West,Direct,Software Subscription,3.0,38663.29,10,11598.99,18790.36,123181.24,Partially Paid,Debit Card,85554.81,0.0,85554.81,37626.43,37626.43000000001,69.45,30.55,High Risk
INV50063,CUST1128,Customer_129,Mid-Market,East,Direct,Support Plan,2.0,15702.6,0,0.0,5652.94,37058.14,Overdue,Bank Transfer,0.0,0.0,0.0,37058.14,37058.14,0.0,100.0,Critical Risk
INV50064,CUST1210,Customer_211,Smb,East,Direct,Software Subscription,3.0,18394.58,25,13795.93,7449.81,48837.62,Paid,Cheque,48837.62,0.0,48837.62,0.0,0.0,100.0,0.0,Low Risk
INV50065,CUST1120,Customer_121,Smb,West,Partner,Cloud Service,6.0,53415.69,0,0.0,57688.95,378183.09,Overdue,Debit Card,0.0,0.0,0.0,378183.09,378183.09,0.0,100.0,Critical Risk
INV50066,CUST1080,Customer_81,Smb,South,Online,Software Subscription,7.0,13214.2,0,0.0,16649.89,109149.29,Partially Paid,Upi,57364.08,0.0,57364.08,51785.21,51785.20999999999,52.56,47.44,High Risk
INV50067,CUST1052,Customer_53,Smb,North,Online,Consulting,5.0,99230.68,25,124038.35,66980.71,439095.76,Overdue,Cheque,0.0,0.0,0.0,439095.76,439095.76,0.0,100.0,Critical Risk
INV50068,CUST1141,Customer_142,Smb,West,Direct,Support Plan,2.0,7236.52,10,1447.3,2344.63,15370.37,Overdue,Credit Card,0.0,0.0,0.0,15370.37,15370.37,0.0,100.0,Critical Risk
INV50069,CUST1180,Customer_181,Smb,South,Online,Support Plan,8.0,34606.61,10,27685.29,44850.17,294017.76,Paid,Cheque,294017.76,0.0,294017.76,0.0,0.0,100.0,0.0,Low Risk
INV50070,CUST1197,Customer_198,Mid-Market,East,Online,Support Plan,6.0,28167.34,10,16900.4,27378.66,179482.3,Unpaid,Cheque,0.0,0.0,0.0,179482.3,179482.3,0.0,100.0,Critical Risk
INV50071,CUST1137,Customer_138,Mid-Market,South,Online,Cloud Service,9.0,25897.25,20,46615.05,33562.84,220023.04,Paid,Credit Card,220023.04,0.0,220023.04,0.0,0.0,100.0,0.0,Low Risk
INV50072,CUST1011,Customer_12,Smb,South,Partner,Support Plan,12.0,5165.66,20,12397.58,8926.26,58516.6,Paid,Bank Transfer,58516.6,0.0,58516.6,0.0,0.0,100.0,0.0,Low Risk
INV50073,CUST1223,Customer_224,Enterprise,South,Direct,Software Subscription,9.0,38172.07,25,85887.16,46379.06,304040.53,Paid,Debit Card,304040.53,0.0,304040.53,0.0,0.0,100.0,0.0,Low Risk
INV50074,CUST1177,Customer_178,Smb,West,Online,Software Subscription,6.0,34153.72,20,40984.46,29508.81,193446.67,Overdue,Bank Transfer,0.0,0.0,0.0,193446.67,193446.67,0.0,100.0,Critical Risk
INV50075,CUST1175,Customer_176,Enterprise,North,Partner,Consulting,12.0,91545.75,0,0.0,197738.82,1296287.82,Paid,Credit Card,1296287.82,0.0,1296287.82,0.0,0.0,100.0,0.0,Low Risk
INV50076,CUST1083,Customer_84,Mid-Market,West,Online,Cloud Service,6.0,71701.63,15,64531.47,65822.1,431500.41,Paid,Credit Card,431500.41,0.0,431500.41,0.0,0.0,100.0,0.0,Low Risk
INV50077,CUST1156,Customer_157,Enterprise,South,Partner,Data Service,11.0,10924.37,10,12016.81,19467.23,127618.49,Paid,Upi,127618.49,0.0,127618.49,0.0,0.0,100.0,0.0,Low Risk
INV50078,CUST1002,Customer_3,Enterprise,East,Online,Support Plan,5.0,15753.97,5,3938.49,13469.64,88301.0,Paid,Debit Card,88301.0,0.0,88301.0,0.0,0.0,100.0,0.0,Low Risk
INV50079,CUST1050,Customer_51,Enterprise,East,Online,Support Plan,2.0,8476.07,10,0.0,2746.25,18003.18,Paid,Upi,18003.18,0.0,18003.18,0.0,0.0,100.0,0.0,Low Risk
INV50080,CUST1002,Customer_3,Mid-Market,South,Online,Software Subscription,10.0,39934.83,25,99837.07,53912.02,353423.25,Unpaid,Upi,0.0,0.0,0.0,353423.25,353423.25,0.0,100.0,Critical Risk
INV50081,CUST1064,Customer_65,Mid-Market,East,Partner,Consulting,11.0,80446.3,0,0.0,159283.67,1044192.97,Overdue,Bank Transfer,0.0,0.0,0.0,1044192.97,1044192.97,0.0,100.0,Critical Risk
INV50082,CUST1232,Customer_233,Smb,East,Online,Support Plan,3.0,14926.94,10,4478.08,7254.49,47557.23,Paid,Cheque,47557.23,0.0,47557.23,0.0,0.0,100.0,0.0,Low Risk
INV50083,CUST1233,Customer_234,Enterprise,North,Direct,Support Plan,5.0,6906.75,15,5180.06,5283.66,34637.35,Unpaid,Credit Card,0.0,0.0,0.0,34637.35,34637.35,0.0,100.0,Critical Risk
INV50084,CUST1202,Customer_203,Smb,East,Online,Cloud Service,9.0,34878.59,0,0.0,56503.32,370410.63,Paid,Debit Card,370410.63,0.0,370410.63,0.0,0.0,100.0,0.0,Low Risk
INV50085,CUST1059,Customer_60,Mid-Market,North,Online,Data Service,9.0,24234.72,15,32716.87,33371.21,218766.82,Overdue,Debit Card,0.0,0.0,0.0,218766.82,218766.82,0.0,100.0,Critical Risk
INV50086,CUST1035,Customer_36,Smb,South,Partner,Software Subscription,5.0,34995.43,25,43744.29,23621.91,154854.77,Paid,Debit Card,154854.77,0.0,154854.77,0.0,0.0,100.0,0.0,Low Risk
INV50087,CUST1190,Customer_191,Mid-Market,East,Direct,Support Plan,11.0,24126.72,0,0.0,47770.91,313164.83,Unpaid,Upi,0.0,0.0,0.0,313164.83,313164.83,0.0,100.0,Critical Risk
INV50088,CUST1243,Customer_244,Smb,East,Direct,Cloud Service,2.0,80977.02,15,24293.11,24778.97,162439.9,Paid,Debit Card,162439.9,0.0,162439.9,0.0,0.0,100.0,0.0,Low Risk
INV50089,CUST1242,Customer_243,Enterprise,South,Direct,Support Plan,2.0,19166.45,10,3833.29,6209.93,40709.54,Partially Paid,Cheque,22727.63,16449.0,6278.63,34430.91,34430.91,15.42,84.58,Critical Risk
INV50090,CUST1053,Customer_54,Mid-Market,East,Direct,Consulting,6.0,27557.4,5,8267.22,28273.89,185351.07,Unpaid,Credit Card,0.0,0.0,0.0,185351.07,185351.07,0.0,100.0,Critical Risk
INV50091,CUST1169,Customer_170,Enterprise,East,Direct,Consulting,1.0,89890.7,15,13483.6,13753.28,90160.38,Unpaid,Credit Card,0.0,0.0,0.0,90160.38,90160.38,0.0,100.0,Critical Risk
INV50092,CUST1189,Customer_190,Smb,North,Partner,Software Subscription,12.0,36149.05,0,0.0,78081.95,511870.55,Paid,Cheque,511870.55,0.0,511870.55,0.0,0.0,100.0,0.0,Low Risk
INV50093,CUST1133,Customer_134,Smb,North,Partner,Software Subscription,1.0,28767.26,25,7191.81,3883.58,25459.03,Unpaid,Debit Card,0.0,0.0,0.0,25459.03,25459.03,0.0,100.0,Critical Risk
INV50094,CUST1155,Customer_156,Smb,East,Partner,Consulting,5.0,95951.55,15,71963.66,73402.94,481197.03,Paid,Cheque,481197.03,0.0,481197.03,0.0,0.0,100.0,0.0,Low Risk
INV50095,CUST1218,Customer_219,Mid-Market,West,Partner,Data Service,12.0,33171.17,10,39805.4,64484.76,422733.4,Paid,Debit Card,422733.4,0.0,422733.4,0.0,0.0,100.0,0.0,Low Risk
INV50096,CUST1080,Customer_81,Smb,North,Direct,Cloud Service,6.0,51818.63,5,15545.59,53165.91,348532.1,Partially Paid,Debit Card,168884.97,0.0,168884.97,179647.13,179647.12999999998,48.46,51.54,Critical Risk
INV50097,CUST1142,Customer_143,Smb,West,Online,Data Service,9.0,29659.67,15,40040.55,40841.37,267737.85,Partially Paid,Bank Transfer,119540.98,0.0,119540.98,148196.87,148196.87,44.65,55.35,Critical Risk
INV50098,CUST1026,Customer_27,Mid-Market,East,Direct,Consulting,3.0,17669.01,25,13251.76,7155.95,46911.22,Paid,Upi,46911.22,0.0,46911.22,0.0,0.0,100.0,0.0,Low Risk
INV50099,CUST1249,Customer_250,Mid-Market,North,Direct,Data Service,10.0,12718.25,0,0.0,22892.85,150075.35,Partially Paid,Upi,89249.62,0.0,89249.62,60825.73,60825.73000000001,59.47,40.53,High Risk
INV50100,CUST1001,Customer_2,Smb,North,Direct,Consulting,10.0,18300.06,20,36600.12,26352.09,172752.57,Paid,Cheque,172752.57,0.0,172752.57,0.0,0.0,100.0,0.0,Low Risk
INV50101,CUST1116,Customer_117,Smb,North,Direct,Cloud Service,5.0,60912.83,15,45684.62,46598.32,305477.85,Unpaid,Credit Card,0.0,0.0,0.0,305477.85,305477.85,0.0,100.0,Critical Risk
INV50102,CUST1020,Customer_21,Smb,North,Partner,Support Plan,8.0,14430.68,25,28861.36,15585.13,102169.21,Paid,Debit Card,102169.21,0.0,102169.21,0.0,0.0,100.0,0.0,Low Risk
INV50103,CUST1173,Customer_174,Mid-Market,North,Direct,Data Service,11.0,33954.25,10,37349.68,60506.47,396653.54,Paid,Credit Card,396653.54,0.0,396653.54,0.0,0.0,100.0,0.0,Low Risk
INV50104,CUST1195,Customer_196,Smb,South,Partner,Cloud Service,2.0,82605.32,0,0.0,29737.92,194948.56,Paid,Cheque,194948.56,0.0,194948.56,0.0,0.0,100.0,0.0,Low Risk
INV50105,CUST1101,Customer_102,Enterprise,East,Online,Software Subscription,7.0,17223.81,0,0.0,21702.0,142268.67,Paid,Debit Card,142268.67,0.0,142268.67,0.0,0.0,100.0,0.0,Low Risk
INV50106,CUST1029,Customer_30,Smb,North,Partner,Cloud Service,3.0,42830.63,25,32122.97,17346.41,113715.33,Unpaid,Bank Transfer,0.0,0.0,0.0,113715.33,113715.33,0.0,100.0,Critical Risk
INV50107,CUST1102,Customer_103,Mid-Market,North,Online,Support Plan,5.0,27666.53,15,20749.9,21164.9,138747.65,Paid,Bank Transfer,138747.65,0.0,138747.65,0.0,0.0,100.0,0.0,Low Risk
INV50108,CUST1186,Customer_187,Enterprise,South,Online,Consulting,4.0,39023.81,0,0.0,28097.14,184192.38,Paid,Bank Transfer,184192.38,0.0,184192.38,0.0,0.0,100.0,0.0,Low Risk
INV50109,CUST1193,Customer_194,Mid-Market,South,Partner,Data Service,8.0,11079.94,15,13295.93,13561.85,88905.44,Overdue,Bank Transfer,0.0,0.0,0.0,88905.44,88905.44,0.0,100.0,Critical Risk
INV50110,CUST1077,Customer_78,Mid-Market,West,Direct,Data Service,1.0,22356.83,15,3353.52,3420.6,22423.91,Paid,Bank Transfer,22423.91,0.0,22423.91,0.0,0.0,100.0,0.0,Low Risk
INV50111,CUST1165,Customer_166,Enterprise,North,Partner,Software Subscription,10.0,13965.19,20,27930.38,20109.87,131831.39,Paid,Cheque,131831.39,0.0,131831.39,0.0,0.0,100.0,0.0,Low Risk
INV50112,CUST1121,Customer_122,Mid-Market,North,Online,Software Subscription,8.0,42398.81,0,0.0,61054.29,0.0,Unpaid,Credit Card,0.0,0.0,0.0,400244.77,0.0,0.0,0.0,Low Risk
INV50113,CUST1112,Customer_113,Mid-Market,West,Partner,Data Service,3.0,49830.38,15,22423.67,22872.14,149939.61,Paid,Cheque,149939.61,0.0,149939.61,0.0,0.0,100.0,0.0,Low Risk
INV50114,CUST1084,Customer_85,Smb,South,Partner,Support Plan,5.0,24002.11,10,12001.06,19441.71,127451.2,Unpaid,Bank Transfer,0.0,0.0,0.0,127451.2,127451.2,0.0,100.0,Critical Risk
INV50115,CUST1247,Customer_248,Mid-Market,East,Direct,Support Plan,3.0,31143.82,0,0.0,16817.66,110249.12,Paid,Cheque,110249.12,0.0,110249.12,0.0,0.0,100.0,0.0,Low Risk
INV50116,CUST1092,Customer_93,Smb,South,Direct,Cloud Service,3.0,74293.77,10,22288.13,36106.77,236699.95,Paid,Credit Card,236699.95,0.0,236699.95,0.0,0.0,100.0,0.0,Low Risk
INV50117,CUST1216,Customer_217,Mid-Market,West,Direct,Data Service,9.0,16888.21,0,0.0,27358.9,179352.79,Partially Paid,Credit Card,130180.65,0.0,130180.65,49172.14,49172.140000000014,72.58,27.42,Medium Risk
INV50118,CUST1011,Customer_12,Smb,South,Online,Consulting,8.0,108718.69,10,86974.95,140899.42,923673.99,Unpaid,Credit Card,0.0,0.0,0.0,923673.99,923673.99,0.0,100.0,Critical Risk
INV50119,CUST1094,Customer_95,Mid-Market,West,Direct,Data Service,8.0,35585.14,25,71170.28,38431.95,251942.79,Unpaid,Credit Card,0.0,0.0,0.0,251942.79,251942.79,0.0,100.0,Critical Risk
INV50120,CUST1164,Customer_165,Mid-Market,North,Partner,Cloud Service,9.0,74595.21,0,0.0,120844.24,792201.13,Unpaid,Bank Transfer,0.0,0.0,0.0,792201.13,792201.13,0.0,100.0,Critical Risk
INV50121,CUST1231,Customer_232,Mid-Market,North,Partner,Support Plan,2.0,31882.74,10,6376.55,10330.01,67718.94,Unpaid,Bank Transfer,0.0,0.0,0.0,67718.94,67718.94,0.0,100.0,Critical Risk
INV50122,CUST1098,Customer_99,Enterprise,East,Direct,Cloud Service,4.0,35440.28,0,0.0,25517.0,167278.12,Paid,Credit Card,167278.12,0.0,167278.12,0.0,0.0,100.0,0.0,Low Risk
INV50123,CUST1178,Customer_179,Enterprise,South,Online,Support Plan,8.0,8301.56,0,0.0,11954.25,78366.73,Overdue,Cheque,0.0,0.0,0.0,78366.73,78366.73,0.0,100.0,Critical Risk
INV50124,CUST1060,Customer_61,Smb,West,Online,Software Subscription,4.0,16433.6,20,13146.88,9465.75,62053.27,Partially Paid,Cheque,35599.11,0.0,35599.11,26454.16,26454.159999999996,57.37,42.63,High Risk
INV50125,CUST1074,Customer_75,Smb,North,Online,Data Service,6.0,29636.71,10,17782.03,28806.88,188845.11,Paid,Upi,188845.11,0.0,188845.11,0.0,0.0,100.0,0.0,Low Risk
